consulta_id,tipo_consulta,consulta,estrategia,posicion,paper_id,title,authors_raw,publication_date,topic_label,doi,url,puntaje,fragmento,relevante,observacion
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,TF-IDF,1,319,Editorial: Integrating machine learning and AI in biological research: unraveling complexities and driving advancements,"Nanduri, Bindu; Toby-Ogundeji, Inimary",2026-03-10,Machine Learning,10.3389/fbinf.2026.1806001,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1806001/full,0.2848185680078397,"The integration of Machine Learning (ML) and Artificial Intelligence (AI) is rapidly transforming biological research, providing sophisticated tools to analy...",0,"El editorial trata inteligencia artificial en investigación biológica de forma general, sin desarrollar específicamente biomarcadores tumorales."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,TF-IDF,2,58,Discovering biomarkers for chronic sinusitis with nasal polyps: a study integrating bioinformatics analysis and experimental validation of macrophage polarization and metabolism-related genes,"Zhou, Juan; Wang, Huan; Wang, Jin; Zhou, Fuming",2025-09-15,Machine Learning,10.3389/fbinf.2025.1613136,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1613136/full,0.21716192238909368,"Background: Macrophages play a critical role in chronic rhinosinusitis with nasal polyps (CRSwNP), and their functional imbalance may cause metabolic disturbances. However, the mechanisms of their role in CRSwNP remain unclear. This study aimed to identify CRSwNP biomarkers related to macrophage ...",0,"Usa aprendizaje automático para descubrir biomarcadores, pero la enfermedad estudiada no es tumoral ni oncológica."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,TF-IDF,3,93,"GenoPath: a pipeline to infer tumor clone composition, mutational history, and metastatic cell migration events from tumor DNA sequencing data","Tobin, Ryan M.; Singh, Shikha; Kumar, Sudhir; Miura, Sayaka",2025-07-02,Otros,10.3389/fbinf.2025.1615834,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1615834/full,0.20292057106333528,"DNA sequencing technologies are widely used to study tumor evolution within a cancer patient. However, analyses require various computational methods, including those to infer clone sequences (genotypes of cancer cell populations), clone frequencies within each tumor sample, clone phylogeny, muta...",0,"El artículo analiza evolución tumoral con datos de secuenciación, pero no se centra en inteligencia artificial ni en descubrimiento de biomarcadores."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,TF-IDF,4,294,Machine learning approaches for biomarker discovery using single-cell RNA sequencing,"Dewa, Gabriel; Munier, C. Mee Ling Mee Ling; Ballouz, Sara; Louie, Raymond",2026-04-02,Machine Learning,10.3389/fbinf.2026.1767362,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1767362/full,0.17451498645852348,"The application of single-cell RNA sequencing (scRNA-seq) for biomarker discovery promises unprecedented resolution in identifying potential biomarkers by capturing and analysing cellular heterogeneity. Traditionally, biomarker discovery efforts within single-cell transcriptomics have primarily r...",1,"Presenta métodos de inteligencia artificial y aprendizaje automático para descubrir biomarcadores, aplicables al contexto tumoral aunque la revisión no se limita al cáncer."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,TF-IDF,5,205,Editorial: Clinical prediction models in cancer through bioinformatics,"Yang, Wenlin; Wang, Jigang; Awasthee, Nikee; Singh, Ragini",2026-06-19,Machine Learning,10.3389/fbinf.2026.1902687,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1902687/full,0.1717656424163627,"relevant prediction models. Importantly, the collection highlights not only methodological innovation, but also the increasing emphasis on interpretability, ...",1,"Relaciona inteligencia artificial y aprendizaje automático con modelos de predicción clínica en cáncer, un contexto cercano al uso de biomarcadores tumorales."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,LSA,1,319,Editorial: Integrating machine learning and AI in biological research: unraveling complexities and driving advancements,"Nanduri, Bindu; Toby-Ogundeji, Inimary",2026-03-10,Machine Learning,10.3389/fbinf.2026.1806001,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1806001/full,0.6109636647269782,"The integration of Machine Learning (ML) and Artificial Intelligence (AI) is rapidly transforming biological research, providing sophisticated tools to analy...",0,"El editorial trata inteligencia artificial en investigación biológica de forma general, sin desarrollar específicamente biomarcadores tumorales."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,LSA,2,291,Artificial intelligence in drug discovery from advanced molecular representation to pipeline applications,"Zhou, Xiaoyu; Tao, Weijing",2026-04-07,Otros,10.3389/fbinf.2026.1755843,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1755843/full,0.39369878152191945,"The pharmaceutical research and development (R&D) process is persistently challenged by high financial costs, protracted timelines, and remarkably low success rates. Artificial intelligence (AI) technology, by simulating complex biological systems, has accelerated the innovation of the entire dru...",0,"La revisión aborda inteligencia artificial en descubrimiento de fármacos, pero no se concentra en biomarcadores tumorales."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,LSA,3,122,Artificial intelligence in variant calling: a review,"Abdelwahab, Omar; Torkamaneh, Davoud",2025-04-23,Machine Learning,10.3389/fbinf.2025.1574359,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1574359/full,0.3758116864587992,"Artificial intelligence (AI) has revolutionized numerous fields, including genomics, where it has significantly impacted variant calling, a crucial process in genomic analysis. Variant calling involves the detection of genetic variants such as single nucleotide polymorphisms (SNPs), insertions/de...",0,"Revisa inteligencia artificial para identificación de variantes genómicas, sin un foco específico en tumores o biomarcadores tumorales."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,LSA,4,93,"GenoPath: a pipeline to infer tumor clone composition, mutational history, and metastatic cell migration events from tumor DNA sequencing data","Tobin, Ryan M.; Singh, Shikha; Kumar, Sudhir; Miura, Sayaka",2025-07-02,Otros,10.3389/fbinf.2025.1615834,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1615834/full,0.36627193833387967,"DNA sequencing technologies are widely used to study tumor evolution within a cancer patient. However, analyses require various computational methods, including those to infer clone sequences (genotypes of cancer cell populations), clone frequencies within each tumor sample, clone phylogeny, muta...",0,"El artículo analiza evolución tumoral con datos de secuenciación, pero no se centra en inteligencia artificial ni en descubrimiento de biomarcadores."
E2,Términos relacionados o sinónimos,artificial intelligence tumor biomarkers,LSA,5,214,Explainable machine learning-based identification of transcriptomic biomarkers in CD1c+ dendritic cells for non-infectious uveitis: an integrative analysis of bulk RNA-seq data,"Fırat, Yelda",2026-06-11,Machine Learning,10.3389/fbinf.2026.1861968,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1861968/full,0.36081577426804023,"Introduction: Non-infectious uveitis (NIU) is a leading cause of intraocular inflammation, and the underlying immunological mechanisms remain incompletely understood. This study aims to classify NIU at the molecular level and interpret its biological mechanisms by applying machine learning and ex...",0,"Aplica aprendizaje automático a biomarcadores transcriptómicos, pero en uveítis no infecciosa y no en tumores."
E3,Consulta general,bioinformatics data analysis,TF-IDF,1,70,Advancing bioinformatics capacity through Nextflow and nf-core: lessons from an early-to mid-career researchers–focused program at The Kids Research Institute Australia,"Agudelo-Romero, Patricia; Conradie, Talya; Caparros-Martin, Jose Antonio; Martino, David Jimmy; Kicic, Anthony; Stick, Stephen Michael; Hakkaart, Christopher; Sharma, Abhinav; , the Theme Collaboration Group",2025-08-29,Otros,10.3389/fbinf.2025.1610015,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1610015/full,0.2128862128783391,"The increasing adoption of high-throughput “omics” technologies has heightened the demand for standardized, scalable, and reproducible bioinformatics workflows. Nextflow and nf-core provide a robust framework for researchers, particularly early- and mid-career researchers (EMCRs), to navigate com...",1,"Describe herramientas, procesos reproducibles y formación para análisis bioinformático con Nextflow y nf-core."
E3,Consulta general,bioinformatics data analysis,TF-IDF,2,205,Editorial: Clinical prediction models in cancer through bioinformatics,"Yang, Wenlin; Wang, Jigang; Awasthee, Nikee; Singh, Ragini",2026-06-19,Machine Learning,10.3389/fbinf.2026.1902687,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1902687/full,0.20489886312636477,"relevant prediction models. Importantly, the collection highlights not only methodological innovation, but also the increasing emphasis on interpretability, ...",1,Discute modelos de predicción clínica en cáncer construidos mediante bioinformática y análisis ómicos.
E3,Consulta general,bioinformatics data analysis,TF-IDF,3,161,Editorial: Multi-omics approaches in the study of human disease mechanisms,"Wang, Dapeng; Agapito, Giuseppe",2025-01-07,Otros,10.3389/fbinf.2024.1546680,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1546680/full,0.14938439960060884,"With the development and popularity of high-throughput next-generation sequencing technologies, omics approaches gradually become the essential tool of moder...",1,"Aborda integración multi-ómica, análisis de datos y bioinformática aplicada a mecanismos de enfermedad."
E3,Consulta general,bioinformatics data analysis,TF-IDF,4,346,Identification and bioinformatics analysis of a novel member of the lumbrokinase gene family in earthworms,"Rongchuan, Xiong; Jianhong, Li; Tingchang, Liu; Chengyuan, Su; Hong, Chen; Zhengpeng, Chen; Chaozhi, Tang; Xinxia, Zhao",2026-01-27,Otros,10.3389/fbinf.2026.1736746,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1736746/full,0.14931087615114197,"Background: Lumbrokinase is a novel antithrombotic drug isolated and purified from earthworms and used in the treatment of stroke and cardiovascular disease. However, to date, there has been no systematic classification of lumbrokinase genes. Methods: In this study, a new member of the lumbrokina...",1,Realiza un análisis bioinformático de secuencias y proteínas para caracterizar un gen de lumbroquinasa.
E3,Consulta general,bioinformatics data analysis,TF-IDF,5,96,ngx-mol-viewers: Angular components for interactive molecular visualization in bioinformatics,"Clementel, Damiano; Del Conte, Alessio; Monzon, Alexander Miguel; Tosatto, Silvio C. E.",2025-06-26,Otros,10.3389/fbinf.2025.1586744,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1586744/full,0.13532366746973717,"Advancements in bioinformatics have been propelled by technologies like machine learning and have resulted in substantial increases in data generated from both empirical observations and computational models. Hence, well-known biological databases are growing in size and centrality by integrating...",1,Presenta componentes para visualizar y analizar información molecular dentro de recursos bioinformáticos.
E3,Consulta general,bioinformatics data analysis,LSA,1,70,Advancing bioinformatics capacity through Nextflow and nf-core: lessons from an early-to mid-career researchers–focused program at The Kids Research Institute Australia,"Agudelo-Romero, Patricia; Conradie, Talya; Caparros-Martin, Jose Antonio; Martino, David Jimmy; Kicic, Anthony; Stick, Stephen Michael; Hakkaart, Christopher; Sharma, Abhinav; , the Theme Collaboration Group",2025-08-29,Otros,10.3389/fbinf.2025.1610015,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1610015/full,0.5143151262697381,"The increasing adoption of high-throughput “omics” technologies has heightened the demand for standardized, scalable, and reproducible bioinformatics workflows. Nextflow and nf-core provide a robust framework for researchers, particularly early- and mid-career researchers (EMCRs), to navigate com...",1,"Describe herramientas, procesos reproducibles y formación para análisis bioinformático con Nextflow y nf-core."
E3,Consulta general,bioinformatics data analysis,LSA,2,205,Editorial: Clinical prediction models in cancer through bioinformatics,"Yang, Wenlin; Wang, Jigang; Awasthee, Nikee; Singh, Ragini",2026-06-19,Machine Learning,10.3389/fbinf.2026.1902687,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1902687/full,0.47919302323683716,"relevant prediction models. Importantly, the collection highlights not only methodological innovation, but also the increasing emphasis on interpretability, ...",1,Discute modelos de predicción clínica en cáncer construidos mediante bioinformática y análisis ómicos.
E3,Consulta general,bioinformatics data analysis,LSA,3,161,Editorial: Multi-omics approaches in the study of human disease mechanisms,"Wang, Dapeng; Agapito, Giuseppe",2025-01-07,Otros,10.3389/fbinf.2024.1546680,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1546680/full,0.35510912803246075,"With the development and popularity of high-throughput next-generation sequencing technologies, omics approaches gradually become the essential tool of moder...",1,"Aborda integración multi-ómica, análisis de datos y bioinformática aplicada a mecanismos de enfermedad."
E3,Consulta general,bioinformatics data analysis,LSA,4,250,Using user-centered design to better understand challenges faced during genetic analyses by novice genomic researchers,"Patel, Harsh Vijaykumar; Jarvik, Gail P. P; Hall, Taryn O.; Veenstra, David L. Leroy; Xie, Serena Jinchen; Crosslin, David R. Russell",2026-05-15,Otros,10.3389/fbinf.2026.1849524,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1849524/full,0.3418198530893061,The lack of user-centered design principles in the current landscape of commonly-used bioinformatics software tools poses challenges for novice genomics researchers (NGRs) entering the modern genomics ecosystem. Comparing the usability of one analysis software to that of another is a non-trivial ...,1,Estudia dificultades de uso de herramientas y procesos de análisis genético y bioinformático.
E3,Consulta general,bioinformatics data analysis,LSA,5,273,How benchmarking of bioinformatics tools is essential for informed workflow selection: a case study on SARS-CoV-2 subgenomic RNA detection,"Leoni, Gabriele; Petrillo, Mauro; Tang, Man-Hung Eric; Alexandersen, Soren",2026-04-22,Otros,10.3389/fbinf.2026.1803237,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1803237/full,0.3290979923907496,"Introduction: Selecting appropriate bioinformatics tools is critical for accurate and reproducible analysis, particularly in support of genomic surveillance and molecular biomarker monitoring. The importance of these analyses is underscored by the need for effective public health responses to eme...",1,Evalúa y compara herramientas bioinformáticas para seleccionar procesos de análisis reproducibles.
E4,Consulta específica,microbiome 16S sequencing,TF-IDF,1,139,Using short-read 16S rRNA sequencing of multiple variable regions to generate high-quality results to a species level,"Graham, Amy S.; Patel, Fadheela; Little, Francesca; van der Kouwe, Andre; Kaba, Mamadou; Holmes, Martha J.",2025-03-17,Otros,10.3389/fbinf.2025.1484113,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1484113/full,0.4674444808421767,"Introduction: Short-read amplicon sequencing studies have typically focused on 1-2 variable regions of the 16S rRNA gene. Species-level resolution is limited in these studies, as each variable region enables the characterisation of a different subsection of the microbiome. Although long-read sequ...",1,Estudia directamente secuenciación corta de regiones 16S rRNA para caracterizar microbiomas a nivel de especie.
E4,Consulta específica,microbiome 16S sequencing,TF-IDF,2,46,EPheClass: ensemble-based phenotype classifier from 16S rRNA gene sequences,"Vázquez-González, Lara; Peña-Reyes , Carlos; Regueira-Iglesias , Alba; Balsa-Castro, Carlos; Tomás, Inmaculada; Carreira, María J.",2025-09-30,Machine Learning,10.3389/fbinf.2025.1514880,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1514880/full,0.40397393245642005,"One area of bioinformatics that is currently attracting particular interest is the classification of polymicrobial diseases using machine learning (ML), with data obtained from high-throughput amplicon sequencing of the 16S rRNA gene in human microbiome samples. The microbial dysbiosis underlying...",1,Clasifica fenotipos a partir de secuencias 16S rRNA obtenidas de muestras de microbioma humano.
E4,Consulta específica,microbiome 16S sequencing,TF-IDF,3,117,micRoclean: an R package for decontaminating low-biomass 16S-rRNA microbiome data,"Griffard-Smith, Rachel; Schueddig, Emily; Mahoney, Diane E.; Chalise, Prabhakar; Koestler, Devin C.; Pei, Dong",2025-05-08,Otros,10.3389/fbinf.2025.1556361,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1556361/full,0.3462496691367664,"In 16S-rRNA microbiome studies, cross-contamination and environmental contamination can obscure true biological signal. This contamination is particularly problematic in low-biomass studies, which are characterized by samples with a small amount of microbial DNA. Although multiple methods and pac...",1,Propone un paquete para descontaminar datos de microbioma producidos mediante 16S rRNA.
E4,Consulta específica,microbiome 16S sequencing,TF-IDF,4,162,In silico identification of chilli genome encoded MicroRNAs targeting the 16S rRNA and secA genes of “Candidatus phytoplasma trifolii”,"Pandey, Vineeta; Srivastava, Aarshi; Gupta, Ramwant; Zaki, Haitham E. M.; Shafiq Shahid, Muhammad; Gaur, Rajarshi K.",2025-01-06,Otros,10.3389/fbinf.2024.1493712,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1493712/full,0.3395459374621185,"Phytoplasma, a potentially hazardous pathogen associated with witches’ broom, is an economically harmful disease-producing bacteria that damages chilli cultivation. Phytoplasma-infected plants display various symptoms that indicate significant disruptions in normal plant physiology and behaviour....",0,"Menciona el gen 16S rRNA como blanco de microRNA en un fitoplasma, pero no realiza secuenciación ni perfilado de microbioma."
E4,Consulta específica,microbiome 16S sequencing,TF-IDF,5,179,"From diversity to function: microbiome-mediated plant growth promotion, secondary metabolism, and antimicrobial resistance in Rauwolfia serpentina","Bankar, Vrishali Rajendra; Chapadgaonkar, Shilpa Samir; Bhattacharyya, Kausik; K, Prabha",2026-07-14,Otros,10.3389/fbinf.2026.1796770,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1796770/full,0.2300829475585988,"Introduction: This study presents the first metagenomic analysis of the root and rhizosphere microbiomes of [Rauvolfia serpentina,] an endangered medicinal plant. Metagenomic sequencing and bioinformatics analysis were used to characterize the diverse microbial communities and their functional at...",0,"Estudia microbiomas mediante metagenómica, pero no emplea ni evalúa secuenciación 16S."
E4,Consulta específica,microbiome 16S sequencing,LSA,1,46,EPheClass: ensemble-based phenotype classifier from 16S rRNA gene sequences,"Vázquez-González, Lara; Peña-Reyes , Carlos; Regueira-Iglesias , Alba; Balsa-Castro, Carlos; Tomás, Inmaculada; Carreira, María J.",2025-09-30,Machine Learning,10.3389/fbinf.2025.1514880,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1514880/full,0.7927633777272121,"One area of bioinformatics that is currently attracting particular interest is the classification of polymicrobial diseases using machine learning (ML), with data obtained from high-throughput amplicon sequencing of the 16S rRNA gene in human microbiome samples. The microbial dysbiosis underlying...",1,Clasifica fenotipos a partir de secuencias 16S rRNA obtenidas de muestras de microbioma humano.
E4,Consulta específica,microbiome 16S sequencing,LSA,2,139,Using short-read 16S rRNA sequencing of multiple variable regions to generate high-quality results to a species level,"Graham, Amy S.; Patel, Fadheela; Little, Francesca; van der Kouwe, Andre; Kaba, Mamadou; Holmes, Martha J.",2025-03-17,Otros,10.3389/fbinf.2025.1484113,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1484113/full,0.7824147833817314,"Introduction: Short-read amplicon sequencing studies have typically focused on 1-2 variable regions of the 16S rRNA gene. Species-level resolution is limited in these studies, as each variable region enables the characterisation of a different subsection of the microbiome. Although long-read sequ...",1,Estudia directamente secuenciación corta de regiones 16S rRNA para caracterizar microbiomas a nivel de especie.
E4,Consulta específica,microbiome 16S sequencing,LSA,3,162,In silico identification of chilli genome encoded MicroRNAs targeting the 16S rRNA and secA genes of “Candidatus phytoplasma trifolii”,"Pandey, Vineeta; Srivastava, Aarshi; Gupta, Ramwant; Zaki, Haitham E. M.; Shafiq Shahid, Muhammad; Gaur, Rajarshi K.",2025-01-06,Otros,10.3389/fbinf.2024.1493712,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2024.1493712/full,0.6324714187880298,"Phytoplasma, a potentially hazardous pathogen associated with witches’ broom, is an economically harmful disease-producing bacteria that damages chilli cultivation. Phytoplasma-infected plants display various symptoms that indicate significant disruptions in normal plant physiology and behaviour....",0,"Menciona el gen 16S rRNA como blanco de microRNA en un fitoplasma, pero no realiza secuenciación ni perfilado de microbioma."
E4,Consulta específica,microbiome 16S sequencing,LSA,4,117,micRoclean: an R package for decontaminating low-biomass 16S-rRNA microbiome data,"Griffard-Smith, Rachel; Schueddig, Emily; Mahoney, Diane E.; Chalise, Prabhakar; Koestler, Devin C.; Pei, Dong",2025-05-08,Otros,10.3389/fbinf.2025.1556361,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1556361/full,0.5760901515308672,"In 16S-rRNA microbiome studies, cross-contamination and environmental contamination can obscure true biological signal. This contamination is particularly problematic in low-biomass studies, which are characterized by samples with a small amount of microbial DNA. Although multiple methods and pac...",1,Propone un paquete para descontaminar datos de microbioma producidos mediante 16S rRNA.
E4,Consulta específica,microbiome 16S sequencing,LSA,5,21,"Multi-marker comparative analysis of 18S, ITS1, and ITS2 primers for human gut mycobiome profiling","Orsud, Hiba; Zoughbor, Sumaya; AlDhaheri, Fatima; Hajissa, Khalid; Refaey, Manar; Ajab, Suad; Alswaider, Khaled; Mohamed, Nora; Alkaabi, Obaid; Al Rasbi, Zakeya",2025-11-19,Otros,10.3389/fbinf.2025.1690766,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1690766/full,0.45573778508725266,"Background: Gut fungi play crucial roles in human health. The profiling of the human gut mycobiome continues to progress. However, adjustments in the selection of ribosomal DNA marker regions can substantially affect the taxonomic resolution of a population. In particular, the impact of using pri...",0,"Analiza el micobioma con marcadores 18S, ITS1 e ITS2; es una técnica relacionada, pero no utiliza secuenciación 16S."
